lead_id,company_name,industry,company_size,region,estimated_annual_revenue,current_logistics_provider,services_interested,lead_source,engagement_score,days_in_pipeline,num_interactions,decision_maker_contact,budget_confirmed,converted,contract_value_if_converted
LEAD-20025,Prospect_25,Healthcare,Enterprise,Northeast,725341572.9811047,Competitor A,Freight Management,Referral,58.7478801555692,42.42908816134793,9,True,True,False,0.0
LEAD-20026,Prospect_26,Consumer Goods,Medium,Northwest,2967488.079812222,Competitor A,Freight Management,Marketing Campaign,23.093223502792696,18.17426842665367,10,True,True,False,0.0
LEAD-20027,Prospect_27,Automotive,Medium,Northwest,26704640.142138526,None,"Supply Chain Solutions,Transportation Management",Cold Call,37.11153487799167,124.91587395532905,7,False,False,False,0.0
LEAD-20028,Prospect_28,Consumer Goods,Medium,Northeast,722838.6723863501,In-house,"Freight Management,Distribution Center Management",Cold Call,10.691727592555512,100.31260567245019,2,True,False,False,0.0
LEAD-20029,Prospect_29,Automotive,Large,Northwest,45529651.156061456,Competitor B,"Transportation Management,Freight Management,Dedicated Contract Carriage",Cold Call,35.84309337453775,28.461073225291077,4,True,False,False,0.0
LEAD-20030,Prospect_30,Consumer Goods,Medium,Midwest,12167781.55413037,Competitor A,Dedicated Contract Carriage,Referral,27.118486241218214,31.55485243590591,2,True,False,True,139572.01814719944
LEAD-20031,Prospect_31,Technology,Enterprise,Midwest,650704684.1120368,In-house,"Transportation Management,Fleet Maintenance,Dedicated Contract Carriage",Cold Call,51.8528187544518,61.500891021107876,4,True,False,True,3644374.214275613
LEAD-20032,Prospect_32,Healthcare,Small,Southeast,1324754.385855659,Competitor B,Dedicated Contract Carriage,Marketing Campaign,21.334189163333033,74.40013252976316,5,True,False,False,0.0
LEAD-20033,Prospect_33,Healthcare,Medium,Southwest,10452176.303365782,Competitor B,Fleet Maintenance,Cold Call,60.94204215086921,93.53111249801542,6,True,True,False,0.0
LEAD-20034,Prospect_34,Technology,Medium,West,4270802.117437618,None,"Supply Chain Solutions,Distribution Center Management,Transportation Management",Website,34.65523619993079,7.848848208541343,3,True,True,False,0.0
LEAD-20035,Prospect_35,E-commerce,Large,Southeast,33628688.94157485,Multiple,"Freight Management,Distribution Center Management",Referral,29.042782786284864,0.4531069177101695,7,False,True,True,361311.31245826563
LEAD-20036,Prospect_36,Technology,Medium,Southwest,8599572.143127168,In-house,"Freight Management,Supply Chain Solutions",Marketing Campaign,35.46642601931218,2.635008021187659,7,True,False,True,98746.0518615423
LEAD-20037,Prospect_37,Technology,Enterprise,Midwest,1109758511.1001108,Competitor B,"Dedicated Contract Carriage,Transportation Management,Freight Management",Trade Show,12.817851886316541,132.51306983599358,5,False,False,False,0.0
LEAD-20038,Prospect_38,Manufacturing,Medium,Southeast,25344509.52097013,Competitor B,Fleet Maintenance,Website,34.86712346974399,6.689126555856601,6,False,True,False,0.0
LEAD-20039,Prospect_39,Technology,Enterprise,Southeast,794881381.7406585,Multiple,"Supply Chain Solutions,Fleet Maintenance,Distribution Center Management",Trade Show,45.116801634905976,117.59367812108528,6,True,False,False,0.0
LEAD-20040,Prospect_40,Retail,Medium,West,18073898.09361324,In-house,"Distribution Center Management,Freight Management",Website,38.56979376638859,91.08128995944534,3,False,False,False,0.0
LEAD-20041,Prospect_41,Manufacturing,Medium,Midwest,8833530.790246796,Competitor B,"Distribution Center Management,Supply Chain Solutions",Trade Show,56.964536422015144,73.32828266484503,3,True,False,False,0.0
LEAD-20042,Prospect_42,Manufacturing,Enterprise,West,305113210.28995335,None,Transportation Management,Website,27.8597346990205,46.80935767027201,5,True,False,False,0.0
LEAD-20043,Prospect_43,Automotive,Large,Northwest,43397773.825152114,In-house,"Fleet Maintenance,Transportation Management",Website,19.34661972607287,38.96070764280167,5,True,False,False,0.0
LEAD-20044,Prospect_44,E-commerce,Medium,Southwest,4586252.197861247,In-house,"Transportation Management,Distribution Center Management,Fleet Maintenance",Website,58.22039762367142,53.537575257026596,6,False,False,False,0.0
LEAD-20045,Prospect_45,Technology,Medium,Northeast,5365670.21682854,Competitor A,Distribution Center Management,Trade Show,6.758823498629835,13.628215209064615,4,True,True,False,0.0
LEAD-20046,Prospect_46,Manufacturing,Medium,Southwest,17567152.1991394,Competitor B,Distribution Center Management,Cold Call,14.117183683947326,178.32159242946523,4,True,False,False,0.0
LEAD-20047,Prospect_47,Manufacturing,Small,Midwest,2534477.0639541596,Competitor B,"Dedicated Contract Carriage,Distribution Center Management",Website,13.062344404860502,68.9037928129484,3,True,True,False,0.0
LEAD-20048,Prospect_48,Manufacturing,Medium,Southwest,6219100.362003376,Competitor B,"Freight Management,Supply Chain Solutions,Fleet Maintenance",Trade Show,35.03633809514971,1.0167611896311517,5,True,True,True,84567.19516790326
LEAD-20049,Prospect_49,Automotive,Large,Northwest,83845419.16686754,Competitor A,"Fleet Maintenance,Distribution Center Management,Transportation Management",Website,25.828494188433915,83.3739331230567,6,True,False,False,0.0
LEAD-20050,Prospect_50,Healthcare,Large,West,180631749.37968722,Competitor B,"Transportation Management,Fleet Maintenance",Website,51.43448143404636,26.589126350228128,2,True,False,False,0.0
LEAD-20051,Prospect_51,Automotive,Large,Northwest,128757685.34294039,Competitor A,Supply Chain Solutions,Trade Show,31.820600483376282,52.38933266822043,5,True,True,False,0.0
LEAD-20052,Prospect_52,E-commerce,Small,Southeast,1762119.6758232696,Competitor A,"Distribution Center Management,Supply Chain Solutions",Marketing Campaign,55.44593122853296,5.298107847438505,6,True,False,False,0.0
LEAD-20053,Prospect_53,Healthcare,Enterprise,West,128898238.27306668,In-house,"Freight Management,Dedicated Contract Carriage",Trade Show,19.337212740449694,56.65701344912933,5,True,True,False,0.0
LEAD-20054,Prospect_54,E-commerce,Large,Northeast,62624060.65554566,In-house,"Transportation Management,Fleet Maintenance",Website,27.650387671610922,2.7296964324977653,4,False,False,True,408258.7651540325
LEAD-20055,Prospect_55,E-commerce,Medium,West,11141253.368218124,Competitor B,"Distribution Center Management,Dedicated Contract Carriage,Transportation Management",Referral,59.366953778708385,14.83765742056724,6,False,False,False,0.0
LEAD-20056,Prospect_56,Healthcare,Small,Northeast,1628875.9608115065,Competitor B,"Fleet Maintenance,Supply Chain Solutions",Referral,48.68817801221471,59.14140413735408,3,False,False,True,13192.403571987923
LEAD-20057,Prospect_57,Technology,Large,Northwest,4872611.917664322,In-house,"Transportation Management,Supply Chain Solutions,Fleet Maintenance",Cold Call,10.501280227459988,35.65695675636249,3,True,False,False,0.0
LEAD-20058,Prospect_58,Food & Beverage,Medium,Northwest,14306726.488873554,Competitor A,"Supply Chain Solutions,Fleet Maintenance",Website,36.07552499037314,64.56217199494971,7,True,True,False,0.0
LEAD-20059,Prospect_59,Food & Beverage,Medium,Midwest,39301970.42528453,Multiple,"Dedicated Contract Carriage,Supply Chain Solutions",Marketing Campaign,12.10638996391001,10.698180658042967,4,False,True,False,0.0
LEAD-20060,Prospect_60,Technology,Small,Midwest,596338.0289745278,Competitor A,Fleet Maintenance,Trade Show,41.35271408672545,127.06848954457453,9,True,False,False,0.0
LEAD-20061,Prospect_61,Automotive,Large,Northwest,122373127.62814836,Competitor B,Dedicated Contract Carriage,Referral,37.08154768079207,24.855043577391505,5,True,False,True,715610.8618570379
LEAD-20062,Prospect_62,E-commerce,Enterprise,Southeast,943456259.536449,Competitor A,Dedicated Contract Carriage,Website,71.99503246248405,2.3112843994979375,6,False,True,True,13469268.317082627
LEAD-20063,Prospect_63,E-commerce,Medium,Southwest,10498477.998410663,Competitor B,"Supply Chain Solutions,Dedicated Contract Carriage",Marketing Campaign,73.98691704856509,102.5090117845998,5,True,False,False,0.0
LEAD-20064,Prospect_64,Technology,Medium,Northeast,19993660.67463314,Multiple,"Dedicated Contract Carriage,Transportation Management,Distribution Center Management",Referral,44.11500418585432,19.308383671859985,2,True,False,False,0.0
LEAD-20065,Prospect_65,Retail,Medium,Northeast,26369641.164172478,In-house,Supply Chain Solutions,Referral,33.63011236888011,133.81138076473803,5,False,False,False,0.0
LEAD-20066,Prospect_66,Healthcare,Small,Southwest,519593.49683504045,Competitor A,"Transportation Management,Fleet Maintenance",Referral,32.61779998697868,16.097646173386334,2,False,True,False,0.0
LEAD-20067,Prospect_67,Technology,Medium,Southeast,21361800.054326944,Competitor B,"Dedicated Contract Carriage,Freight Management",Cold Call,45.85615675142613,24.359335984907712,7,True,False,False,0.0
LEAD-20068,Prospect_68,Technology,Small,Midwest,485490.9739095688,Multiple,"Supply Chain Solutions,Dedicated Contract Carriage",Website,37.93237392720312,45.30724908798659,7,True,True,False,0.0
LEAD-20069,Prospect_69,Healthcare,Medium,Southwest,78628059.15433134,In-house,"Supply Chain Solutions,Distribution Center Management",Website,41.35477281639738,120.18194188377817,6,True,False,False,0.0
LEAD-20070,Prospect_70,Retail,Large,Southeast,26248197.542209227,Competitor B,Transportation Management,Website,20.228417578067862,40.969408703033444,6,True,False,False,0.0
LEAD-20071,Prospect_71,Retail,Large,Southwest,48921981.975323066,None,Supply Chain Solutions,Trade Show,59.05097046052037,10.765811396152621,5,False,False,False,0.0
LEAD-20072,Prospect_72,Consumer Goods,Enterprise,Midwest,558916092.3129481,Competitor B,"Freight Management,Supply Chain Solutions,Fleet Maintenance",Marketing Campaign,33.048874603205746,14.582385908265843,6,False,True,False,0.0
LEAD-20073,Prospect_73,E-commerce,Large,Northwest,186626995.7014401,Competitor B,"Freight Management,Transportation Management,Fleet Maintenance",Marketing Campaign,22.849122885025547,0.28721249476886473,4,False,True,False,0.0
LEAD-20074,Prospect_74,Retail,Medium,Southeast,5535502.7237121,None,Freight Management,Trade Show,25.458357424866733,0.5880612784937136,8,False,False,False,0.0
LEAD-20075,Prospect_75,Retail,Medium,West,7269060.383195893,Multiple,"Supply Chain Solutions,Fleet Maintenance,Dedicated Contract Carriage",Website,26.142018590297223,12.138369180594282,7,True,False,True,46310.276180348344
LEAD-20076,Prospect_76,E-commerce,Small,West,178665.34191406638,Multiple,"Fleet Maintenance,Supply Chain Solutions",Trade Show,54.20041536946927,36.25825774186367,9,False,True,False,0.0
LEAD-20077,Prospect_77,Automotive,Small,Southeast,15416712.088704385,None,"Dedicated Contract Carriage,Supply Chain Solutions",Cold Call,13.235486338599076,1.2914017955651234,3,True,True,False,0.0
LEAD-20078,Prospect_78,Manufacturing,Small,Northeast,523277.1964853393,Multiple,"Transportation Management,Fleet Maintenance",Marketing Campaign,13.169581743466285,31.023695943688544,12,False,True,False,0.0
LEAD-20079,Prospect_79,Automotive,Large,Southeast,109986962.37364514,None,"Freight Management,Distribution Center Management",Trade Show,27.78596921246221,11.727857346750463,10,True,False,False,0.0
LEAD-20080,Prospect_80,Manufacturing,Medium,West,105833738.16581285,Competitor B,Fleet Maintenance,Website,9.84143358413559,95.99563560476804,6,False,False,False,0.0
LEAD-20081,Prospect_81,Food & Beverage,Small,Northwest,981648.6594142076,Competitor B,"Fleet Maintenance,Transportation Management",Trade Show,10.494065442773284,93.09536893139268,9,True,False,False,0.0
LEAD-20082,Prospect_82,E-commerce,Medium,Southeast,15866531.587360553,Competitor B,"Supply Chain Solutions,Freight Management",Referral,37.172236406939206,130.1329179074088,8,True,True,False,0.0
LEAD-20083,Prospect_83,Food & Beverage,Medium,Midwest,2503837.164146407,In-house,"Freight Management,Distribution Center Management,Transportation Management",Trade Show,27.797879621285897,183.2243258051716,4,True,False,False,0.0
LEAD-20084,Prospect_84,Food & Beverage,Enterprise,Midwest,937973787.0602624,In-house,Fleet Maintenance,Website,50.835541910436966,35.99181210504797,4,False,True,True,11775611.514622455
LEAD-20085,Prospect_85,Automotive,Small,Northeast,1698009.8292453694,Competitor A,"Transportation Management,Distribution Center Management",Cold Call,29.151747142842694,32.36109008233931,6,True,False,False,0.0
LEAD-20086,Prospect_86,Food & Beverage,Medium,Northeast,24259412.795397814,Multiple,"Fleet Maintenance,Supply Chain Solutions",Cold Call,13.790958198923528,4.253616080151218,4,False,False,False,0.0
LEAD-20087,Prospect_87,Automotive,Large,West,44350351.84302536,None,"Distribution Center Management,Transportation Management,Supply Chain Solutions",Website,27.59555206266669,34.00964996120691,4,True,True,False,0.0
LEAD-20088,Prospect_88,Manufacturing,Enterprise,Midwest,1211287521.7296298,Competitor B,"Dedicated Contract Carriage,Transportation Management,Freight Management",Referral,12.446893141956625,65.7161549793002,3,True,True,False,0.0
LEAD-20089,Prospect_89,Technology,Medium,Midwest,6869161.913603183,Multiple,"Dedicated Contract Carriage,Freight Management",Website,5.811406687120215,63.20335633335455,8,False,False,False,0.0
LEAD-20090,Prospect_90,Retail,Enterprise,Northwest,328468095.6313952,Competitor B,"Dedicated Contract Carriage,Fleet Maintenance,Freight Management",Website,29.024625700293655,22.014324338011395,7,False,True,False,0.0
LEAD-20091,Prospect_91,Consumer Goods,Large,Southwest,92444403.1963839,Competitor B,"Freight Management,Transportation Management,Fleet Maintenance",Cold Call,29.546126788245264,36.58050498925159,5,True,False,False,0.0
LEAD-20092,Prospect_92,Healthcare,Large,Southeast,191424783.28824723,Competitor A,"Fleet Maintenance,Freight Management,Dedicated Contract Carriage",Cold Call,10.01915607441091,46.356867530479754,3,True,False,False,0.0
LEAD-20093,Prospect_93,Automotive,Small,West,2518610.2434045672,Competitor A,Dedicated Contract Carriage,Referral,33.97039627273403,5.211215642634325,7,True,False,False,0.0
LEAD-20094,Prospect_94,Manufacturing,Small,West,871785.3403593954,Multiple,"Distribution Center Management,Transportation Management,Dedicated Contract Carriage",Cold Call,34.63576971240514,5.695672973954619,4,True,True,False,0.0
LEAD-20095,Prospect_95,Food & Beverage,Small,Southeast,5733911.329747663,In-house,"Transportation Management,Fleet Maintenance,Dedicated Contract Carriage",Cold Call,19.148695376627952,3.0214323356599397,5,False,True,False,0.0
LEAD-20096,Prospect_96,Food & Beverage,Small,Northwest,606732.2330067189,Competitor B,"Supply Chain Solutions,Transportation Management,Freight Management",Marketing Campaign,42.60253929239672,27.090681421366973,4,False,False,False,0.0
LEAD-20097,Prospect_97,Retail,Small,Southwest,3158043.7095989464,Multiple,"Distribution Center Management,Dedicated Contract Carriage,Fleet Maintenance",Website,22.312774102347056,2.783629026944702,6,True,False,False,0.0
LEAD-20098,Prospect_98,Food & Beverage,Large,Southeast,57038120.145193785,Competitor A,Freight Management,Trade Show,69.1048506792253,40.60731462682767,8,True,False,False,0.0
LEAD-20099,Prospect_99,E-commerce,Medium,Northeast,6176875.316505275,None,"Supply Chain Solutions,Distribution Center Management",Referral,46.424129300685784,62.44937702975165,7,False,False,True,64083.52005517849
LEAD-20100,Prospect_100,Automotive,Large,Northwest,32537301.663268242,In-house,Dedicated Contract Carriage,Trade Show,46.744527589082885,21.423707840718897,5,False,True,True,476496.0689092248
LEAD-20101,Prospect_101,Healthcare,Medium,Midwest,2647197.9436316383,Competitor B,"Fleet Maintenance,Distribution Center Management",Cold Call,46.51125663584286,59.63433457462318,7,True,False,False,0.0
LEAD-20102,Prospect_102,Technology,Medium,Northeast,2778067.498989999,None,Distribution Center Management,Referral,30.513842469520462,41.87938548911193,5,True,True,False,0.0
LEAD-20103,Prospect_103,E-commerce,Small,Southwest,3333439.14767264,In-house,"Transportation Management,Fleet Maintenance",Marketing Campaign,28.227235579796883,3.345696244744677,3,True,True,False,0.0
LEAD-20104,Prospect_104,Technology,Small,Southwest,1007638.2052386961,Multiple,"Freight Management,Transportation Management,Fleet Maintenance",Marketing Campaign,60.55469665192066,35.826745108991666,6,True,False,False,0.0
LEAD-20105,Prospect_105,E-commerce,Small,Northeast,2455472.8349686447,Multiple,"Transportation Management,Fleet Maintenance",Trade Show,78.82659880677934,97.87523327390541,9,False,False,False,0.0
LEAD-20106,Prospect_106,Retail,Large,West,226769464.31375292,Competitor A,"Fleet Maintenance,Supply Chain Solutions",Marketing Campaign,25.464664654275758,22.093814839618506,4,True,False,False,0.0
LEAD-20107,Prospect_107,Technology,Small,Southeast,880248.6279468737,Competitor B,Freight Management,Cold Call,38.13506596637607,14.277823421616386,4,False,False,False,0.0
LEAD-20108,Prospect_108,Manufacturing,Medium,Northwest,5091027.950199029,Competitor A,"Supply Chain Solutions,Distribution Center Management,Freight Management",Website,32.090020628620955,32.358344657212776,7,False,False,False,0.0
LEAD-20109,Prospect_109,Technology,Medium,Southeast,10965621.587812766,Competitor A,Fleet Maintenance,Referral,28.010473167184184,12.344913453800727,3,False,False,False,0.0
LEAD-20110,Prospect_110,Retail,Small,West,5883756.630560182,In-house,"Fleet Maintenance,Transportation Management",Referral,14.215838134792078,8.254469876155937,8,True,False,False,0.0
LEAD-20111,Prospect_111,Manufacturing,Large,Northwest,24877891.61159568,Multiple,"Freight Management,Transportation Management,Dedicated Contract Carriage",Website,28.61024461280084,138.70095395310213,7,True,True,True,164795.72514238334
LEAD-20112,Prospect_112,E-commerce,Medium,Northwest,6736597.048376183,In-house,"Supply Chain Solutions,Dedicated Contract Carriage,Transportation Management",Marketing Campaign,27.521908988636675,13.07805199872649,2,False,False,False,0.0
LEAD-20113,Prospect_113,Automotive,Medium,Northwest,88264231.65271299,Competitor A,"Fleet Maintenance,Supply Chain Solutions",Trade Show,62.97451336167573,32.20703022081457,5,True,True,False,0.0
LEAD-20114,Prospect_114,Healthcare,Small,Southwest,3019368.176091287,None,"Distribution Center Management,Fleet Maintenance",Cold Call,25.26441668097281,21.93103333256883,6,True,True,False,0.0
LEAD-20115,Prospect_115,E-commerce,Medium,Northeast,6898562.232986692,Competitor B,"Dedicated Contract Carriage,Distribution Center Management,Freight Management",Marketing Campaign,57.144275028563605,88.36592213430743,5,True,False,False,0.0
LEAD-20116,Prospect_116,Manufacturing,Large,Midwest,141406695.5906779,In-house,"Fleet Maintenance,Freight Management",Cold Call,25.569950103270877,42.066246683735784,7,True,True,False,0.0
LEAD-20117,Prospect_117,Food & Beverage,Medium,Southeast,122932178.63076772,In-house,"Transportation Management,Distribution Center Management,Dedicated Contract Carriage",Trade Show,81.76340053921624,67.96693755421066,2,True,False,False,0.0
LEAD-20118,Prospect_118,Food & Beverage,Medium,West,4016966.006254272,Competitor B,Freight Management,Trade Show,40.40205723292188,20.100193088101385,5,True,False,True,50979.607410492776
LEAD-20119,Prospect_119,Manufacturing,Large,Southeast,78884975.51203926,Multiple,"Transportation Management,Fleet Maintenance",Marketing Campaign,32.702070845413886,1.2128190925915414,6,True,False,False,0.0
LEAD-20120,Prospect_120,Manufacturing,Medium,West,32108589.835246462,In-house,"Freight Management,Distribution Center Management,Dedicated Contract Carriage",Website,31.901818537407312,3.2109209627426845,9,True,False,False,0.0
LEAD-20121,Prospect_121,Retail,Small,Southeast,1538386.8453721972,Multiple,"Freight Management,Transportation Management,Distribution Center Management",Referral,21.905389151386967,74.34635555218279,1,True,True,False,0.0
LEAD-20122,Prospect_122,E-commerce,Large,Southeast,40804796.25333767,Competitor A,Dedicated Contract Carriage,Trade Show,44.54973985282372,4.644921604304424,6,True,True,False,0.0
LEAD-20123,Prospect_123,Healthcare,Medium,Southeast,5381662.037262269,In-house,"Fleet Maintenance,Dedicated Contract Carriage,Supply Chain Solutions",Cold Call,10.181970627367903,80.75035016323785,6,False,False,False,0.0
LEAD-20124,Prospect_124,E-commerce,Small,Southwest,2462538.9506916464,None,Freight Management,Website,64.66197337127402,9.508375855487538,9,False,True,False,0.0
LEAD-20125,Prospect_125,Healthcare,Small,Southwest,706287.2013342287,None,"Distribution Center Management,Freight Management",Marketing Campaign,26.44625576541863,4.521536082576892,4,True,True,False,0.0
LEAD-20126,Prospect_126,Manufacturing,Enterprise,Midwest,615863887.1358359,Competitor A,"Fleet Maintenance,Freight Management",Website,56.0728430074141,105.26609700814262,7,True,False,False,0.0
LEAD-20127,Prospect_127,E-commerce,Small,Northwest,95572.47682093053,Competitor A,Fleet Maintenance,Trade Show,31.628136317372345,26.6479605021309,4,False,False,True,772.3101439627028
LEAD-20128,Prospect_128,Consumer Goods,Enterprise,Northeast,823582780.082532,None,"Dedicated Contract Carriage,Fleet Maintenance,Transportation Management",Website,27.766605148876693,4.085129286189527,3,True,False,False,0.0
LEAD-20129,Prospect_129,Healthcare,Medium,Southwest,7189826.067506743,Competitor B,"Dedicated Contract Carriage,Freight Management",Website,19.737840840499945,25.289808326549277,5,True,True,False,0.0
LEAD-20130,Prospect_130,E-commerce,Large,Northeast,113124883.35540646,In-house,Freight Management,Website,25.498728379046064,107.56719193323958,2,False,True,False,0.0
LEAD-20131,Prospect_131,Technology,Medium,Southwest,15973067.95518117,Multiple,"Fleet Maintenance,Dedicated Contract Carriage,Freight Management",Marketing Campaign,65.55647945865405,113.82348084226068,7,True,False,False,0.0
LEAD-20132,Prospect_132,Food & Beverage,Small,Southwest,924218.0772668319,Competitor B,"Transportation Management,Freight Management,Dedicated Contract Carriage",Trade Show,55.50316475104101,37.68284797153984,7,False,False,False,0.0
LEAD-20133,Prospect_133,Manufacturing,Large,Northwest,161136165.31475177,In-house,"Dedicated Contract Carriage,Freight Management,Distribution Center Management",Trade Show,37.99487872964057,33.119385222140316,3,True,False,False,0.0
LEAD-20134,Prospect_134,Manufacturing,Large,Northwest,104814425.22372729,Multiple,Distribution Center Management,Cold Call,42.75017932658999,4.09558058375852,4,True,False,False,0.0
LEAD-20135,Prospect_135,Automotive,Small,Midwest,1072781.2594115252,None,"Fleet Maintenance,Transportation Management,Dedicated Contract Carriage",Marketing Campaign,43.588833558777615,24.179737549028484,1,True,True,True,15394.276947681317
LEAD-20136,Prospect_136,Manufacturing,Enterprise,Southeast,514628673.5379004,Competitor A,"Dedicated Contract Carriage,Freight Management,Distribution Center Management",Referral,41.57290705405214,96.95294864944985,4,False,True,False,0.0
LEAD-20137,Prospect_137,Retail,Large,Southeast,71689894.53180286,In-house,"Transportation Management,Distribution Center Management",Referral,32.999128436812974,32.44779763116551,7,True,True,False,0.0
LEAD-20138,Prospect_138,Technology,Small,Northeast,620699.2601576777,Competitor B,"Transportation Management,Fleet Maintenance,Supply Chain Solutions",Referral,61.25344776805749,219.44949160747382,3,True,False,False,0.0
LEAD-20139,Prospect_139,Consumer Goods,Medium,Northwest,8875709.524090286,In-house,"Transportation Management,Supply Chain Solutions,Freight Management",Trade Show,32.948448312431736,154.40003004362515,4,True,False,True,104117.37757301264
LEAD-20140,Prospect_140,Automotive,Small,Northeast,1511043.820288171,Competitor B,"Dedicated Contract Carriage,Freight Management",Marketing Campaign,35.571884933019355,0.3655292732904321,9,True,True,False,0.0
LEAD-20141,Prospect_141,Food & Beverage,Medium,Northwest,12692360.985437889,Competitor B,"Freight Management,Supply Chain Solutions",Cold Call,40.51204707763235,5.64771502445442,5,True,False,False,0.0
LEAD-20142,Prospect_142,Food & Beverage,Medium,Northeast,13273609.119832322,Competitor A,"Fleet Maintenance,Dedicated Contract Carriage",Trade Show,14.582103508880866,69.30277832290885,5,True,False,False,0.0
