warehouse_id,date,region,throughput_units,labor_hours,inventory_accuracy,order_fill_rate,dock_utilization,cost_per_unit
WH-SO-1,2023-03-24,Southeast,4048,259.84149650982744,94.10883032081607,86.62146181336597,54.75419097782829,4.054109260099683
WH-WE-3,2023-04-19,West,3519,257.73229363035983,96.0281883751699,94.09510655780325,52.92938653740693,2.2606121889925817
WH-WE-1,2023-06-12,West,5836,296.44608458320096,90.66845966438288,95.93888163831097,76.85711896188202,3.6542943380183406
WH-SO-4,2023-01-31,Southeast,6320,161.0567287665057,98.73745825019425,93.80581818303233,59.97276472337399,3.8954886169798835
WH-SO-5,2023-07-26,Southeast,5717,251.10686541393864,98.0635024388556,92.78134762595892,71.84179896507102,3.3628862469346834
WH-SO-1,2024-07-08,Southeast,4501,143.63700138971427,95.85443721598656,80.85461390119,67.9124928836832,3.584947637531947
WH-SO-2,2024-01-08,Southeast,6715,312.09100140900307,92.99934022537269,96.30144024796606,76.00004508178354,3.1393490645703177
WH-NO-2,2023-04-26,Northeast,6562,221.5681991791613,97.25381292371937,96.00386432890262,85.15828721130262,4.289199350752815
WH-NO-3,2024-10-30,Northeast,3847,167.88310193397126,92.27280426693908,87.77898009864529,72.94025334185626,1.636504512206424
WH-SO-2,2024-05-19,Southeast,9084,303.04707157568913,97.48758544153301,88.70013673635695,83.37995328920564,3.4938268697734842
WH-NO-1,2023-12-04,Northeast,6247,174.0848333796294,98.95467581584899,96.24836770087309,55.1901422405028,3.2426233962405
WH-MI-5,2023-08-15,Midwest,6053,203.7272854114329,85.48463538722599,90.75366853904691,72.70541040376803,4.4162641853109825
WH-SO-5,2023-09-04,Southeast,5668,151.49115337342857,93.12545965613964,86.27951530261505,82.99070266910908,2.171270793439129
WH-SO-4,2024-11-18,Southeast,4156,209.76136099741035,99.04729521712171,83.79754838817907,46.68696000766831,2.8689233881235925
WH-NO-4,2024-07-10,Northeast,2491,202.57147767974996,95.29583724134326,78.19304612014875,84.82130197387781,3.238752383296421
WH-NO-3,2024-05-15,Northeast,6444,244.18708056191417,99.52132392337609,89.7480148605864,54.852920444216714,4.2147436529948985
WH-SO-5,2024-06-10,Southeast,6063,108.84122829452433,88.23666379864858,97.01809153426454,76.1880725950058,2.2020486748057024
WH-SO-3,2024-12-13,Southeast,3720,150.16956862079894,99.35540409834913,84.20920348234145,67.64645498721666,2.0746686669912893
WH-SO-3,2024-03-14,Southeast,5315,146.5032069888489,97.32603621605352,75.14306875977863,82.6088693560361,3.019717653493457
WH-WE-4,2023-09-20,West,1711,185.90855865922651,94.45197751578137,77.46560908970274,61.960273980945225,2.4400580662417948
WH-SO-5,2024-05-22,Southeast,10297,220.66907029429126,87.98370179282435,94.29741431022994,80.19319224580089,3.7982355406758606
WH-NO-3,2024-04-21,Northeast,6059,162.54054524227433,84.80177697475797,81.77284254025989,76.8459436904641,2.196413185005759
WH-WE-3,2024-10-26,West,5931,138.7751587615924,92.16599128535896,89.63793808959262,67.78587174277834,1.6366991863525395
WH-NO-5,2024-02-13,Northeast,3057,283.63066953982775,90.50625982165302,93.9619806541638,80.47128148598046,3.4412924404895073
WH-WE-3,2023-03-15,West,4110,265.9298909952868,99.5375511410216,92.25639717637154,83.64806775184111,2.6506624947078024
WH-NO-1,2024-01-03,Northeast,5556,201.64647108972025,99.8363628708434,87.55631822827489,72.12770701174146,3.9070183933073372
WH-NO-1,2023-10-20,Northeast,2824,190.57625522249623,97.13848579483606,89.39622580861821,79.52554521043709,1.7671589491685165
WH-NO-1,2024-07-10,Northeast,5407,194.0321242420116,89.40474526535091,84.48705231878297,75.25210914626993,3.585716048318215
WH-SO-1,2024-07-15,Southeast,4925,206.6413730224116,99.1150136001727,97.6581936317455,81.06977534719884,2.1928708916337394
WH-WE-3,2024-02-06,West,2182,232.0755860284541,96.61303283214495,88.61816847937078,87.0397492878545,3.0479660699961526
WH-MI-4,2024-09-11,Midwest,4567,196.86268748721452,97.3320681486733,95.8405793580656,84.94094137844127,3.090321054517268
WH-SO-2,2023-05-08,Southeast,8772,215.8660975295553,95.0127437965074,92.23370151053433,48.292023971119235,2.8624620198006423
WH-NO-4,2023-10-05,Northeast,6175,287.8543637575625,85.99114873362798,83.3208382373383,47.81134951604383,3.429431293349757
WH-NO-4,2023-04-29,Northeast,3573,136.1123794969175,96.73683076719998,85.8248830915345,75.05549856020932,1.9832715896004145
WH-SO-4,2024-01-02,Southeast,5597,230.9903618806981,98.95322244045636,69.78202215396382,86.77123846537478,3.850342499275998
WH-WE-2,2024-11-08,West,6214,190.88414781552007,93.62472203956008,96.77491356064772,73.15032872979654,2.1281117131108713
WH-SO-4,2024-12-01,Southeast,2740,106.69991424210349,99.55720165564,84.51083545825315,76.46655149897678,4.3929958256022505
WH-MI-3,2024-09-28,Midwest,3393,211.03059757058267,93.28057184986862,61.902895726824326,57.406701196843855,3.3912296597044405
WH-NO-3,2024-07-31,Northeast,3042,247.34789801138461,94.78449042970911,92.47718238315132,62.415008246945035,3.215346771626875
WH-WE-1,2023-09-05,West,4125,200.55850649321943,92.99434431423165,82.12197589801542,60.89787250811711,2.000096643093624
WH-MI-1,2024-03-16,Midwest,9615,113.3382342589635,98.20804981519011,82.74562421655467,61.03348869778023,3.2218310509818275
WH-SO-3,2024-02-23,Southeast,7196,109.75210245495165,97.32443500946029,93.67293596005123,58.56696566831706,4.045017321794852
WH-NO-1,2024-10-07,Northeast,4388,188.94384143828145,90.13417483503041,88.37955405730365,53.772175520319976,3.779743039824428
WH-SO-4,2024-08-11,Southeast,5447,187.51280496150915,92.9833042575307,88.97292515946391,79.48340311341514,3.3488244425887803
WH-NO-1,2023-02-09,Northeast,10792,176.03417630546917,97.05233243863711,94.08577984421824,85.24368255298059,4.2930920656729965
WH-NO-1,2024-12-19,Northeast,4053,184.813683294026,97.6372925165353,68.16574877155641,86.38880624066167,2.5744630411272516
WH-NO-5,2023-03-15,Northeast,4805,204.33378059150738,98.45028977691199,83.71090033682182,54.39037234225464,4.381185907947408
WH-SO-2,2023-03-27,Southeast,6145,191.2852086873149,96.23162263525678,90.08253554500057,40.045060828960374,4.037354872863187
WH-SO-2,2023-04-21,Southeast,8500,274.3470408341849,97.90316712812287,90.91666667741715,56.5001697235481,2.568917535864081
WH-NO-5,2023-06-22,Northeast,5988,270.3934900403435,99.93214533497363,97.4402408682165,82.69145926689376,4.323441680568248
WH-SO-3,2023-11-11,Southeast,5296,148.88290917277635,94.31102309366042,81.28414264527116,69.6731521186409,2.348882608365299
WH-NO-5,2024-02-10,Northeast,7082,235.75784534933004,98.45004107824805,78.94789209275488,58.58622280491612,2.8159137268133776
WH-WE-5,2024-12-27,West,4441,82.16239925812118,92.15132976441248,95.22003186285731,73.26500746580513,1.6811068595833065
WH-MI-3,2024-07-11,Midwest,5282,147.2287889169422,97.98945756674314,95.44238009368506,72.53951441997998,3.8619860584290295
WH-NO-3,2023-05-24,Northeast,7433,197.13949231657918,97.43947017642775,94.16769175038893,67.24079610484695,3.760681448377691
WH-WE-5,2023-09-01,West,3863,185.5316402984607,99.1685635743542,78.52028799888902,53.609488527102656,3.8441716053669666
WH-SO-3,2023-11-17,Southeast,5384,186.54316112344247,98.22621128300811,78.71577444379533,57.386976494005516,1.8122040362985523
WH-MI-1,2024-05-06,Midwest,6557,238.31771605614946,99.76566083131225,92.24178532070898,86.95989114030557,1.5081783342599722
WH-SO-2,2024-12-24,Southeast,528,260.29079586484823,99.29114716184394,93.86360887716731,74.90803848014609,3.9242253510858665
WH-NO-1,2023-08-24,Northeast,3127,213.0024837339634,92.52969382625021,86.7332715546398,78.42214239217992,2.16249332548271
WH-SO-2,2024-02-22,Southeast,7014,227.4639493030477,98.94489686342243,89.92565337021357,79.2066650409733,2.3717068110030364
WH-SO-2,2024-04-08,Southeast,2144,172.39153003056373,99.33272986789794,87.001434321496,76.27238776777003,3.104271166985683
WH-WE-3,2023-12-19,West,3829,133.40164588804072,99.97592465106607,78.86092488854062,96.23594979063365,3.7805775919046996
WH-SO-3,2023-07-29,Southeast,2506,159.27221546439887,99.18830739627388,84.89076258571345,59.46987848814857,3.006634405872087
WH-NO-2,2023-04-30,Northeast,8476,210.06308257591436,96.02247129305749,92.18082061090657,41.3865398829351,3.311211431552259
WH-NO-3,2023-06-14,Northeast,3611,202.13332858769672,99.59842065730471,98.80811307164154,54.6734229213972,3.626931555351871
WH-MI-1,2024-12-13,Midwest,5610,202.04191464780325,94.85883230114999,93.40867271980079,47.10929049521478,2.4819153097319417
WH-SO-2,2024-09-04,Southeast,2190,251.520518215326,86.28420125924846,97.79824490930771,74.7582963082994,3.0325957622171194
WH-NO-5,2023-07-06,Northeast,5063,244.06682181856667,97.64688146986983,82.87971868082641,66.27272080538081,3.9254538161014088
WH-SO-3,2023-01-10,Southeast,4667,214.88974344529788,97.35448948766779,80.89809978433097,60.22920910062043,2.4942872043381863
WH-WE-5,2024-10-21,West,3345,193.09319540988577,98.5900149026258,77.55140361498036,69.94903504182562,3.75989324901093
WH-SO-3,2024-12-18,Southeast,5224,193.72302074919688,94.93817546205861,95.82463337882456,55.757048881729986,3.625058364742277
WH-WE-2,2023-12-26,West,4308,257.34289070996164,89.7954797971092,78.06065936773912,69.55926192535912,4.226522045987901
WH-MI-2,2023-04-06,Midwest,4023,276.98332405922486,96.56389339930014,93.75679588043123,79.25027393527401,1.860392860086784
WH-MI-5,2023-08-27,Midwest,2663,332.8949706955141,95.78373659710522,63.75860694209534,88.58092579291569,2.74502986661238
WH-MI-3,2023-08-20,Midwest,4665,286.4914463787195,97.3786316595505,86.65999357742503,68.43589187304742,3.2959180436876907
WH-NO-3,2023-10-14,Northeast,4870,213.1561036555913,96.82991331711972,92.64162788233166,42.897557326421826,2.3759019543865785
WH-SO-1,2023-03-28,Southeast,6206,222.39729588330187,85.0591592718205,90.71376688498007,53.61030155851322,3.7806165657337827
WH-SO-5,2024-06-03,Southeast,6267,194.81003276085016,92.9044325828572,92.2506063154466,75.27139562998062,2.689867614885873
WH-NO-3,2023-12-21,Northeast,3651,230.58834244425023,96.84930996104725,95.36440044083294,68.69814763178258,3.7768077453933357
WH-SO-3,2023-02-20,Southeast,7991,290.28082393958533,96.45130478017731,81.89147146746667,40.21334301754676,3.6523668783754886
WH-SO-4,2023-10-15,Southeast,3085,158.10225360363617,99.58746356744061,85.00370569762686,84.69032001006399,1.9988099205665248
WH-NO-5,2024-01-16,Northeast,4285,137.95072746780556,99.79236164817344,93.54894634988173,92.94524116721107,2.7884872571264614
WH-SO-5,2024-01-07,Southeast,7812,228.8789689440329,97.95706762960916,88.50237738148601,50.47945058034535,3.9599914468881012
WH-WE-2,2024-04-02,West,7360,180.80429437569407,89.861307353852,77.93004427069354,53.52618005992097,4.108575630723234
WH-MI-3,2023-12-07,Midwest,4507,217.08178422431303,97.3347333433186,78.33450382837883,77.2197575842779,3.392911384918171
WH-WE-2,2023-05-26,West,6862,201.4342673541845,96.05563007437947,83.41589767624727,69.29269537542766,2.6565430729210733
WH-SO-4,2023-08-17,Southeast,4120,168.53310394337862,94.0587835306514,87.12179062276351,41.403485155084304,2.5226304206808594
WH-SO-2,2023-04-13,Southeast,5921,193.00392138727494,93.52350874449976,86.75970477042087,71.82245706220867,2.5210270051829085
WH-NO-1,2023-09-11,Northeast,4411,158.32643870407446,95.4142715104908,94.64851661812796,62.740001901696516,4.156366226708758
WH-MI-4,2024-04-20,Midwest,6658,96.65690215261624,98.29144089602337,93.50627454976953,87.15253276138462,1.735485409633799
WH-MI-4,2024-07-10,Midwest,6338,163.54413698939499,93.01390008364719,96.50304420365062,64.43737716141896,3.8709458365330285
WH-MI-1,2024-03-06,Midwest,5192,248.03147317013418,95.13501061819906,91.34882995326706,95.3869540381175,3.700946766836157
WH-NO-2,2024-05-01,Northeast,4281,169.65239884387094,98.76360291847965,93.55998963536058,79.69589282230346,3.660457463185502
WH-SO-3,2024-06-30,Southeast,3069,182.81130955763035,88.71739278510536,85.01541205106543,63.57199775033403,4.2765966186845485
WH-WE-4,2023-12-17,West,2768,171.5768461432267,96.44072959866699,91.15912876833491,79.78736968114765,2.364560673001605
WH-WE-5,2023-06-17,West,2933,269.2800948383573,96.88082841754428,81.95887927888886,90.45083993034652,1.8380926550463628
WH-SO-5,2024-03-23,Southeast,6385,144.73977284217838,95.1693950045903,95.3828981925139,50.834300454821204,3.8522139796995543
WH-NO-1,2024-08-09,Northeast,4209,246.7281333123259,98.62893249847414,90.14818006215464,53.226401319405056,2.91662952874285
WH-WE-3,2023-09-05,West,4216,251.37007528704174,96.4278342594258,91.09458823632256,78.77149005207158,3.8782136124571935
WH-MI-1,2024-04-22,Midwest,6112,353.58474498834096,92.17633648473586,87.35579775355421,63.14689935627173,3.9607279179044466
WH-SO-2,2024-07-08,Southeast,6087,123.61902012906077,96.60687373759002,74.08885519994747,66.0489005206434,3.337358310289336
WH-SO-3,2024-03-18,Southeast,7547,207.04104618816754,87.22727854396847,91.53974486395603,50.8732193959329,2.8791987998796476
WH-WE-4,2024-07-16,West,5119,228.87740299119372,95.5768796820811,90.83586060770935,62.07775822434645,3.085110877481233
WH-NO-3,2023-07-20,Northeast,5190,215.311155652012,92.2191075490423,92.58771875001398,60.48934503327291,4.417519472696595
WH-SO-3,2024-11-17,Southeast,2340,241.7979702677298,96.33815443849679,92.51006582657324,57.67157403433922,4.061993354967624
WH-NO-4,2023-11-11,Northeast,3103,282.3354309638162,90.95449622248837,75.0169522050159,63.176098456082286,3.0352955843760614
WH-SO-4,2024-02-24,Southeast,6641,119.44121142009014,98.53206340369883,90.66202997338357,50.548778067400754,3.454736565470103
WH-NO-4,2024-06-06,Northeast,6762,222.71152137165944,96.34645753795269,99.42895918353983,71.0655205325327,3.086018068265306
WH-NO-1,2024-05-10,Northeast,6237,252.8856333484381,93.75981932956955,91.68866872015965,59.03872378971863,2.6371972099040293
WH-SO-2,2023-12-21,Southeast,1786,244.06141220897288,94.68401262984342,85.67098527050311,62.288051952004686,4.408760504211849
WH-SO-3,2024-02-24,Southeast,6346,216.55870853512428,95.12624427450912,85.35726164107693,67.51220631474239,2.6971680685276094
WH-SO-4,2023-03-29,Southeast,4416,179.56085488917242,92.4082437472904,87.85878226929067,82.03843329841469,1.7477680800459625
WH-WE-1,2023-05-21,West,7715,183.3283721657142,86.8172401066272,85.02736449838568,83.10322949354635,1.9887294795481094
WH-MI-4,2023-11-18,Midwest,3565,247.7509445292535,96.69264763842783,95.81705453751884,50.08623897495285,1.9343718847446023
WH-SO-5,2023-04-05,Southeast,6607,208.42705066053583,94.60106741154762,96.08710270832846,77.74118711301593,3.2821833626161165
WH-MI-5,2024-07-14,Midwest,2136,163.97292325003434,99.06738523496882,78.53450414724583,90.51630229635983,1.8909927853277537
WH-WE-4,2023-07-14,West,4157,275.13501774667566,95.3144853872788,97.47288554270948,86.31468479733859,2.668850041921143
WH-SO-2,2024-05-14,Southeast,6225,130.93746581897685,99.07105211946524,84.98021254740212,76.13242655949858,2.2587603263160156
WH-SO-2,2024-07-27,Southeast,4448,175.95687502633726,94.46116949654578,96.05455294001311,70.48541212741708,1.775480345176212
WH-WE-1,2023-10-06,West,3904,293.40762149165414,96.50703788956936,93.58311525980972,82.84274202021467,1.9443221890122078
WH-MI-1,2024-11-19,Midwest,3201,207.00559644465778,85.00811411621326,92.60811867956924,51.91815283111063,2.239058948919137
WH-SO-3,2024-07-02,Southeast,5604,168.37126379285857,89.05387503259067,77.70070174324142,62.43744019079477,3.165908234579514
WH-WE-2,2024-10-03,West,1844,176.30607855053626,96.56827441580614,87.04871758388161,37.346199902508594,3.0075326821040798
WH-SO-4,2024-05-28,Southeast,3572,203.18627794923728,99.77001198097184,97.03293223802497,81.41679787448106,3.7975491905564223
WH-NO-1,2023-05-18,Northeast,7695,237.43319336533548,94.82400035989744,83.08506082898694,58.696355899409916,4.268626171109578
WH-NO-4,2023-12-01,Northeast,3098,231.80438364344235,98.11934436130923,90.01329340226569,50.03966414318367,3.5999846271607616
WH-SO-1,2023-09-17,Southeast,2522,177.3964293998116,99.70575212629109,83.92787022338042,53.04017009972913,2.2372374580790124
WH-NO-5,2023-10-11,Northeast,4768,214.85296288649104,92.10865682971856,84.46796530065582,64.52349538234942,2.158180461586226
WH-MI-4,2023-10-26,Midwest,3537,267.49957602942266,94.53348040262924,89.76220563912256,72.977680351098,1.5369074366767577
WH-MI-5,2023-12-01,Midwest,2046,163.59281149926966,98.51345046240436,85.86254795489717,64.4034703591944,2.567907432627603
WH-SO-3,2024-03-24,Southeast,7391,220.0479577290493,96.94644364988241,91.73677315032471,78.5844035687268,3.2747296988086414
WH-NO-1,2023-04-26,Northeast,6163,234.912230889839,99.31963391483022,86.96437489483536,57.5683305144924,3.167449935586969
WH-MI-3,2024-01-23,Midwest,4548,220.29085402985584,94.23349170858438,96.66397728470851,70.13804636626739,1.7581220311771664
WH-SO-2,2023-05-22,Southeast,6665,157.36436052768326,91.42907829339063,93.81606548243415,84.3852250631114,4.464393811319834
WH-SO-4,2023-03-17,Southeast,7467,170.36747056460285,82.05307648816927,85.2618254476485,95.20455088707777,2.5845005385918363
WH-WE-1,2023-07-06,West,2940,150.82089569627098,89.6141022212362,99.06142799878033,60.69919172216157,1.5493663471235175
WH-SO-4,2024-03-24,Southeast,4357,273.6825297661938,94.03104813691115,96.30795897291593,70.60098563142625,2.859614897327557
WH-MI-4,2024-02-05,Midwest,4707,266.10756334516304,93.04525211887963,87.71825481046234,52.41540889614371,2.7356834784538746
WH-NO-4,2023-01-01,Northeast,7525,205.3113996392816,95.51020182857538,95.06175926452119,76.48164623765935,4.07774900104606
WH-WE-4,2023-04-06,West,9909,157.21176978694052,99.01385637609182,93.51555730631664,84.11968941047185,2.804045236056208
