maintenance_id,vehicle_id,date,maintenance_type,cost,downtime_hours,parts_replaced,mileage_at_service,technician_id,warranty_covered
MNT-100032,VH-6071,2024-05-17,Preventive,687.3432251963353,11.615038433855362,"Suspension,Brakes",15181,TECH-118,False
MNT-100033,VH-1620,2024-08-27,Preventive,450.73093638559607,1.0,"Transmission,Electrical,Tires",460502,TECH-113,False
MNT-100034,VH-9682,2024-08-15,Emergency,2578.1613909788557,15.302750005995819,"Oil Change,Brakes",241178,TECH-165,False
MNT-100035,VH-8918,2024-01-29,Scheduled,432.10705637210305,1.6594025008918378,Electrical,482423,TECH-130,False
MNT-100036,VH-1823,2023-05-23,Preventive,552.1810444220438,4.082844484747376,"Engine,Brakes",70831,TECH-117,True
MNT-100037,VH-3092,2023-09-19,Preventive,243.7308377126306,1.6346289566629975,"Brakes,Tires",107492,TECH-169,False
MNT-100038,VH-9887,2023-12-11,Corrective,1564.46319799512,1.0227176745373594,"HVAC,Oil Change",395023,TECH-129,False
MNT-100039,VH-3092,2023-04-11,Corrective,1203.6898320800271,60.927755443912375,"Tires,Electrical",168952,TECH-141,True
MNT-100040,VH-6775,2024-02-17,Corrective,1167.558365047416,8.387263682185022,"Oil Change,Engine",230274,TECH-179,False
MNT-100041,VH-7693,2023-11-14,Preventive,482.3526575009388,2.7143659006663263,Oil Change,25820,TECH-123,False
MNT-100042,VH-1885,2023-12-22,Corrective,895.5203731515351,11.231916450588438,"HVAC,Tires",83521,TECH-107,False
MNT-100043,VH-6463,2023-06-07,Emergency,3180.952351409246,2.432732596017993,"Brakes,Engine",62267,TECH-101,False
MNT-100044,VH-9008,2024-03-11,Scheduled,397.4491433263302,1.0,"Engine,Transmission,Tires",107595,TECH-152,False
MNT-100045,VH-8000,2024-11-28,Emergency,2237.976432419822,14.056989648888644,"Brakes,Tires",49481,TECH-146,False
MNT-100046,VH-5684,2023-12-14,Corrective,1392.1412157039474,10.37609017265877,"Oil Change,Suspension,Brakes",410750,TECH-124,True
MNT-100047,VH-7807,2024-10-05,Corrective,1159.816169727071,6.926916762846798,"Engine,Brakes,Suspension",409867,TECH-106,True
MNT-100048,VH-6463,2023-06-13,Preventive,465.7396678079631,9.240528406653942,Brakes,476517,TECH-120,False
MNT-100049,VH-6443,2024-07-29,Corrective,1715.3804359274523,5.834354952272915,"Transmission,Engine",195562,TECH-152,False
MNT-100050,VH-5056,2023-06-11,Preventive,873.3715735648843,2.5002357902214776,"Electrical,Oil Change,Brakes",382597,TECH-169,False
MNT-100051,VH-8547,2024-01-11,Emergency,3429.3147136298408,52.12259370020538,"Transmission,Oil Change",106182,TECH-114,False
MNT-100052,VH-2464,2023-10-31,Preventive,449.21162770854966,2.197457519678543,Transmission,68269,TECH-108,False
MNT-100053,VH-5844,2024-07-04,Corrective,2076.3149468957567,1.2276457857795855,Electrical,245664,TECH-187,False
MNT-100054,VH-3540,2024-07-06,Preventive,233.04909592699647,6.918425824587991,"Transmission,Electrical,HVAC",58752,TECH-125,False
MNT-100055,VH-1461,2023-03-28,Preventive,588.0754109588368,3.331032998054216,"Engine,Transmission",108909,TECH-160,True
MNT-100056,VH-1391,2024-02-09,Preventive,564.7021631417167,2.1825268549890717,"Engine,Oil Change,Brakes",136914,TECH-123,False
MNT-100057,VH-5028,2023-11-25,Corrective,1141.6164597941886,4.198974102050045,"Oil Change,Transmission,HVAC",204434,TECH-116,True
MNT-100058,VH-6835,2023-04-30,Preventive,685.4469780720644,1.0,Suspension,403975,TECH-159,False
MNT-100059,VH-3605,2023-11-08,Preventive,403.85916969951336,2.0901761127272254,Engine,243891,TECH-144,False
MNT-100060,VH-8790,2024-10-30,Emergency,2823.9819624776565,23.381541097242547,"Suspension,Brakes,Engine",245530,TECH-183,False
MNT-100061,VH-6019,2023-11-06,Scheduled,265.9900345066673,1.0,"Engine,Tires,Transmission",235232,TECH-163,False
MNT-100062,VH-6463,2023-06-25,Emergency,1215.9062781337927,18.662455248957606,"HVAC,Oil Change,Tires",240829,TECH-170,False
MNT-100063,VH-2464,2023-05-26,Corrective,1682.5381817054217,8.553075627954918,"Transmission,Engine",166226,TECH-125,True
MNT-100064,VH-1461,2023-06-02,Preventive,461.86401205911113,5.0834562970702475,"Oil Change,Tires,Brakes",51901,TECH-176,False
MNT-100065,VH-9035,2024-08-18,Corrective,1311.8223017282917,11.386277765083745,"HVAC,Electrical,Suspension",133158,TECH-178,True
MNT-100066,VH-8664,2024-02-05,Corrective,1630.457773956203,12.140473579976902,"HVAC,Brakes,Tires",391308,TECH-181,True
MNT-100067,VH-3919,2023-02-14,Scheduled,185.7426738063608,2.128395043548339,Oil Change,395597,TECH-126,False
MNT-100068,VH-3348,2023-03-30,Preventive,535.4630505590443,1.0,"Brakes,Electrical",404745,TECH-161,False
MNT-100069,VH-7741,2024-12-18,Emergency,2606.346907015786,7.368372721819156,"Suspension,Oil Change,HVAC",473721,TECH-142,False
MNT-100070,VH-1823,2024-11-26,Preventive,407.67483364704754,7.5455134151510395,"Transmission,Brakes",152949,TECH-174,False
MNT-100071,VH-8923,2024-11-22,Emergency,3602.7209379500005,50.05048920184714,"Transmission,Suspension,HVAC",112944,TECH-114,False
MNT-100072,VH-8425,2023-05-31,Preventive,505.81273235023184,5.710828327505577,"Oil Change,Brakes,Engine",384705,TECH-164,False
MNT-100073,VH-7929,2024-02-15,Scheduled,465.13128038969614,7.954666043238824,Suspension,276286,TECH-129,True
MNT-100074,VH-3348,2024-06-30,Preventive,629.6151617050801,3.6845247039721545,"Transmission,Tires,Suspension",401109,TECH-140,False
MNT-100075,VH-1461,2023-06-19,Preventive,660.3556958916013,6.908938788657142,"Brakes,Electrical",277639,TECH-128,False
MNT-100076,VH-6106,2024-01-19,Corrective,1389.9769600875445,25.33612972536741,"Suspension,Transmission,Oil Change",421422,TECH-103,False
MNT-100077,VH-1789,2024-08-05,Preventive,598.8936581743471,5.336448928805797,"Engine,Suspension",428475,TECH-123,False
MNT-100078,VH-5714,2024-02-29,Scheduled,421.9728149790524,1.0,Electrical,143714,TECH-129,False
MNT-100079,VH-5203,2023-01-25,Corrective,1471.4949723182121,39.695963249283004,"Suspension,Brakes,Electrical",35498,TECH-151,False
MNT-100080,VH-1391,2024-03-31,Corrective,1769.2001645576445,21.489866153073653,"Oil Change,Engine,Electrical",108595,TECH-133,False
MNT-100081,VH-3490,2023-02-05,Corrective,1057.4268267404045,32.12581217441004,Tires,52908,TECH-164,False
MNT-100082,VH-3547,2023-01-11,Preventive,526.6055936455111,3.1807891892633484,"Brakes,HVAC,Tires",116985,TECH-177,False
MNT-100083,VH-6718,2024-01-10,Preventive,480.71255229392864,1.4262569193668049,Transmission,406928,TECH-170,False
MNT-100084,VH-2559,2023-04-23,Preventive,543.9269997975423,7.26823680333971,"HVAC,Oil Change,Tires",75697,TECH-196,True
MNT-100085,VH-9772,2024-01-29,Corrective,808.9746706653546,2.8461865352700975,HVAC,492106,TECH-140,False
MNT-100086,VH-8376,2023-05-28,Corrective,1534.6578489824917,2.482716763483035,"HVAC,Suspension",147731,TECH-131,False
MNT-100087,VH-2147,2024-10-20,Preventive,69.31829264745653,10.744485559271924,"Suspension,Transmission",115612,TECH-134,True
MNT-100088,VH-9035,2024-06-11,Preventive,623.1451113626184,1.0,"Transmission,Suspension,Electrical",151160,TECH-102,False
MNT-100089,VH-9862,2023-02-05,Preventive,583.6595953569757,3.008413999420498,"Tires,Suspension,Engine",186293,TECH-197,False
MNT-100090,VH-5635,2023-10-04,Preventive,692.4368155329813,1.0,"Electrical,Suspension,Tires",317136,TECH-113,True
MNT-100091,VH-8866,2024-03-18,Preventive,641.5782680031847,3.7005736376297023,"Tires,Electrical,Engine",205822,TECH-196,False
MNT-100092,VH-7311,2024-11-21,Corrective,1139.6763519754948,3.1146964052766375,"Engine,Transmission,Tires",475503,TECH-125,False
MNT-100093,VH-3092,2023-05-11,Emergency,3001.4671424336657,14.431428688738066,Oil Change,296118,TECH-149,False
MNT-100094,VH-2915,2024-09-04,Scheduled,389.4806721723848,1.5198414938209708,Transmission,90798,TECH-155,True
MNT-100095,VH-2690,2024-04-26,Corrective,1526.6253853571452,19.03298130145548,"Engine,Tires,Brakes",279099,TECH-106,False
MNT-100096,VH-1620,2024-02-26,Preventive,719.0193927831609,1.331641578958483,"Suspension,HVAC,Tires",277064,TECH-143,False
MNT-100097,VH-7832,2023-03-05,Preventive,561.9177486258202,2.919759424410204,"Tires,Electrical",444084,TECH-165,True
MNT-100098,VH-1844,2024-07-31,Preventive,829.3567868664376,1.0,HVAC,136159,TECH-133,True
MNT-100099,VH-9274,2023-09-24,Corrective,1083.5964276695772,1.4777471066515155,"Engine,Tires",427754,TECH-122,False
MNT-100100,VH-5360,2024-02-13,Preventive,514.190955110813,2.8520238227390466,"Transmission,Oil Change,Tires",345553,TECH-163,False
MNT-100101,VH-3179,2023-02-12,Preventive,550.9456996098627,1.3105475619098095,Engine,415684,TECH-122,False
MNT-100102,VH-8176,2023-09-23,Preventive,776.9405874682145,3.4571981786617814,Electrical,483386,TECH-159,False
MNT-100103,VH-3278,2023-03-14,Preventive,634.3889709769079,1.0,"Tires,Brakes",330054,TECH-149,True
MNT-100104,VH-3179,2024-04-20,Preventive,463.48021868719127,2.2449516812275983,"Transmission,Oil Change",268740,TECH-124,False
MNT-100105,VH-3776,2023-10-29,Corrective,1255.286699569794,17.224600632231393,"HVAC,Brakes",367524,TECH-144,False
MNT-100106,VH-4890,2023-06-29,Corrective,1189.7952112974385,33.494840300613745,"Brakes,Electrical,Transmission",227319,TECH-108,False
MNT-100107,VH-3348,2024-04-03,Preventive,626.052434340133,5.624207125115424,Transmission,291246,TECH-157,False
MNT-100108,VH-7922,2023-03-26,Corrective,1821.8778425611954,11.586533877086659,Electrical,191288,TECH-190,False
MNT-100109,VH-9710,2023-07-12,Preventive,436.90591622408186,1.0,"Tires,Brakes,Electrical",347035,TECH-152,True
MNT-100110,VH-7929,2023-09-18,Preventive,594.7256120542997,8.613671924440473,Tires,425590,TECH-181,False
MNT-100111,VH-3179,2024-09-17,Preventive,430.6752746477995,6.321852719998819,"Oil Change,Engine,Tires",361768,TECH-110,False
MNT-100112,VH-8103,2023-03-26,Corrective,476.32417560710417,13.718710438902892,"Oil Change,Tires,Electrical",492438,TECH-166,False
MNT-100113,VH-8316,2023-02-01,Preventive,285.4436243772584,1.0,Transmission,265328,TECH-101,False
MNT-100114,VH-8866,2023-07-01,Corrective,752.4018025719051,1.3048075812213398,Engine,253761,TECH-175,False
MNT-100115,VH-7311,2024-03-19,Corrective,1083.9170749749617,5.169627864310666,Tires,74269,TECH-192,False
MNT-100116,VH-5991,2024-12-16,Preventive,666.4473501360476,12.48271754210399,Transmission,187742,TECH-174,True
MNT-100117,VH-9948,2024-06-22,Preventive,315.3405473257196,6.0434802322543915,"Brakes,Electrical,Suspension",342977,TECH-121,False
MNT-100118,VH-6106,2023-07-03,Preventive,443.59511324312365,1.0,"Electrical,Transmission,Brakes",260604,TECH-158,True
MNT-100119,VH-3814,2024-02-16,Preventive,546.2689750320958,5.517183838353264,"Engine,Oil Change",124668,TECH-116,True
MNT-100120,VH-8857,2023-02-21,Preventive,645.1345354562641,10.568152329337147,"Electrical,Engine,Tires",161609,TECH-174,True
MNT-100121,VH-6346,2023-05-26,Preventive,357.38008413685475,1.0,"Suspension,Engine",239007,TECH-194,False
MNT-100122,VH-4042,2023-03-28,Preventive,763.847535660323,9.773287190394402,Electrical,358459,TECH-160,True
MNT-100123,VH-4106,2023-09-10,Corrective,1412.1104170691337,4.13065067079783,"Electrical,Tires",436222,TECH-197,False
MNT-100124,VH-3671,2024-11-26,Preventive,412.1298113814444,7.0678183863538,Transmission,428108,TECH-114,False
MNT-100125,VH-8176,2023-08-14,Preventive,252.85629235117793,1.0,HVAC,263101,TECH-189,True
MNT-100126,VH-8563,2024-09-26,Preventive,436.19639901238116,2.7597683821857086,Oil Change,403426,TECH-135,False
MNT-100127,VH-5684,2024-10-18,Preventive,686.3950212824632,1.566818326893178,"Electrical,Oil Change",392185,TECH-135,False
MNT-100128,VH-9522,2024-11-25,Corrective,1047.9296141850123,19.5908949057184,"Suspension,Oil Change,Brakes",494983,TECH-175,False
MNT-100129,VH-3817,2023-06-05,Corrective,1199.5681609007243,3.057562970878069,"Tires,HVAC",228223,TECH-189,False
MNT-100130,VH-3233,2023-01-23,Corrective,988.3659021529012,4.729825614206245,HVAC,265103,TECH-148,True
MNT-100131,VH-8468,2023-10-25,Corrective,1489.8796496657997,12.12365193540443,Brakes,491190,TECH-170,True
MNT-100132,VH-2910,2023-06-06,Preventive,599.2906433567331,1.9501107794725505,Engine,134618,TECH-165,False
MNT-100133,VH-2489,2024-06-04,Corrective,1808.6119802871165,1.0,"Suspension,HVAC",478154,TECH-127,True
MNT-100134,VH-2549,2023-05-08,Preventive,281.2087437295537,6.988428139886003,"Electrical,HVAC",95988,TECH-132,False
MNT-100135,VH-6346,2024-05-26,Emergency,2746.6943289384412,18.875576937480346,"Engine,Brakes",355092,TECH-173,False
MNT-100136,VH-8593,2024-09-18,Preventive,644.3842294050799,1.348392864497279,Engine,57292,TECH-133,False
MNT-100137,VH-2489,2023-12-12,Preventive,418.5212514208433,6.36355455096404,"Transmission,Suspension",128738,TECH-130,False
MNT-100138,VH-9772,2023-06-10,Emergency,3168.1980439472954,35.15790924681257,"Brakes,Electrical,Tires",466004,TECH-180,True
MNT-100139,VH-1093,2023-12-12,Preventive,539.3302671352898,9.245285797307563,HVAC,55485,TECH-139,True
MNT-100140,VH-6835,2024-10-23,Corrective,822.4561032314245,32.470957040260615,Tires,345397,TECH-189,False
MNT-100141,VH-7359,2024-01-08,Preventive,405.0855121291588,2.497874510756055,"Electrical,HVAC",141702,TECH-113,False
MNT-100142,VH-2559,2024-08-19,Preventive,517.6824437698727,1.2799442488457304,Brakes,183137,TECH-141,True
MNT-100143,VH-4890,2023-12-04,Corrective,1337.6495007478488,6.855696403600369,"HVAC,Tires",130432,TECH-109,False
MNT-100144,VH-1461,2023-06-26,Corrective,1842.2094278180393,36.85904216153081,Electrical,485579,TECH-142,False
MNT-100145,VH-3092,2023-05-09,Preventive,225.58113932705862,1.0,"Engine,Tires",50828,TECH-193,True
MNT-100146,VH-5717,2023-01-05,Preventive,505.16313473076104,1.874331891090035,HVAC,254776,TECH-181,False
MNT-100147,VH-2690,2023-04-20,Emergency,1981.080783023368,68.49627896610086,"Oil Change,Engine,Brakes",235179,TECH-164,False
MNT-100148,VH-6605,2024-10-22,Preventive,531.8637186537309,2.4880252343545584,"Engine,Tires,Transmission",381304,TECH-155,True
MNT-100149,VH-8445,2023-10-08,Corrective,1425.453998540626,8.556159982871904,HVAC,148190,TECH-115,False
MNT-100150,VH-1835,2023-10-05,Corrective,748.2265240802647,12.976766812369094,"Transmission,Oil Change,Brakes",107530,TECH-136,False
MNT-100151,VH-2549,2023-08-12,Preventive,410.7224777046186,2.881407363121451,"Engine,Tires",29436,TECH-158,False
MNT-100152,VH-1835,2024-07-31,Scheduled,354.5096434323231,2.3651732492860544,Engine,181946,TECH-141,False
MNT-100153,VH-4753,2024-03-21,Preventive,473.0034271362696,6.642449414584654,"Electrical,Oil Change,Tires",154978,TECH-168,False
MNT-100154,VH-4247,2024-08-18,Corrective,1339.9794991257472,5.212554572665249,Electrical,197509,TECH-157,False
MNT-100155,VH-9274,2024-09-21,Corrective,1033.1825979059704,4.895504125889485,"Brakes,Tires",61552,TECH-141,False
MNT-100156,VH-1999,2023-11-18,Corrective,843.862143474372,6.521492514554046,"Transmission,Engine",416563,TECH-130,True
MNT-100157,VH-5282,2023-09-20,Corrective,1600.2856747763774,9.786137755371907,"Suspension,Engine",368097,TECH-138,True
MNT-100158,VH-5912,2024-08-18,Emergency,2358.681579033194,3.8242583952824933,HVAC,148462,TECH-100,False
MNT-100159,VH-6346,2023-04-08,Preventive,624.402463321587,4.796684944281091,"Oil Change,Brakes",273074,TECH-197,False
MNT-100160,VH-4688,2023-04-04,Preventive,527.8677097235984,1.0,Oil Change,247503,TECH-170,False
MNT-100161,VH-3125,2023-05-17,Scheduled,266.79476033280474,5.6668150145639125,"Engine,Oil Change",390989,TECH-102,False
MNT-100162,VH-6605,2023-10-11,Corrective,961.693013452106,4.506648724531642,"HVAC,Engine,Brakes",449496,TECH-109,False
MNT-100163,VH-8959,2024-08-01,Corrective,569.3740092464903,13.599646605329415,"Engine,Brakes",25226,TECH-199,False
MNT-100164,VH-1789,2023-06-02,Preventive,610.7784330968249,4.412004469571462,Engine,293502,TECH-151,False
MNT-100165,VH-2391,2023-08-11,Preventive,625.0729660184292,1.0,"HVAC,Tires",402035,TECH-179,False
MNT-100166,VH-5028,2024-01-08,Preventive,740.856731796435,1.0,"Electrical,Transmission,Brakes",140017,TECH-122,True
MNT-100167,VH-7807,2023-02-22,Corrective,2326.3326866289017,32.114426464646705,Suspension,410711,TECH-140,True
MNT-100168,VH-6775,2023-04-28,Scheduled,327.5706083981161,3.8568554090595257,"Electrical,Oil Change,Tires",494228,TECH-197,False
MNT-100169,VH-1475,2023-08-01,Preventive,446.7407708030896,2.145383223052547,HVAC,124977,TECH-190,False
MNT-100170,VH-7686,2023-10-19,Corrective,1912.8997391168884,18.437385631443217,"Tires,Suspension",22898,TECH-116,True
MNT-100171,VH-7693,2024-02-05,Corrective,1234.9615059151058,9.505102817728993,HVAC,185009,TECH-154,False
MNT-100172,VH-7807,2024-08-30,Emergency,2695.7374849387625,7.423577063866099,"HVAC,Tires,Engine",220346,TECH-155,True
MNT-100173,VH-4862,2024-03-26,Emergency,2612.46363563577,41.15819035628085,"Brakes,Electrical",115069,TECH-196,False
MNT-100174,VH-5450,2023-10-05,Preventive,236.28517984146555,8.147090404110111,"Transmission,Tires",275648,TECH-107,False
MNT-100175,VH-5868,2024-08-26,Preventive,384.50513881597146,6.144297590689336,Transmission,427698,TECH-198,True
MNT-100176,VH-4753,2024-04-25,Preventive,805.1538089078542,1.1521196941087115,Transmission,465546,TECH-198,False
MNT-100177,VH-5282,2024-10-19,Scheduled,260.74839390996016,5.26311219605538,"Electrical,Suspension",184964,TECH-133,False
MNT-100178,VH-5714,2023-07-08,Scheduled,273.470784754072,1.0,"Tires,Electrical,HVAC",277959,TECH-104,False
MNT-100179,VH-5991,2023-05-18,Preventive,635.8544987459115,1.5758371529463144,"Tires,Electrical,Transmission",88676,TECH-177,True
MNT-100180,VH-1008,2023-02-24,Corrective,593.9696685270675,6.995975292863367,"Electrical,Engine,HVAC",410729,TECH-150,False
MNT-100181,VH-5717,2024-08-23,Preventive,449.8834667421756,3.089028625034755,Oil Change,434024,TECH-114,True
MNT-100182,VH-1092,2024-04-03,Corrective,1388.6145864826826,1.9009704429497556,"Tires,Oil Change,Transmission",73924,TECH-123,False
MNT-100183,VH-9432,2024-12-20,Preventive,463.0384904099749,1.0,"HVAC,Electrical",137353,TECH-165,False
MNT-100184,VH-9274,2023-05-19,Preventive,465.3385194624993,1.0,Brakes,421919,TECH-175,False
MNT-100185,VH-7311,2023-06-24,Preventive,313.8725274426674,2.2676464305258355,Transmission,96196,TECH-110,False
MNT-100186,VH-8176,2024-07-03,Preventive,236.84406889292154,9.206519569049856,"HVAC,Tires",463958,TECH-176,False
MNT-100187,VH-2489,2024-04-10,Preventive,583.0640808810367,3.795086467790451,"Oil Change,HVAC,Suspension",495218,TECH-172,False
MNT-100188,VH-1215,2023-07-28,Preventive,639.2910220750869,1.0,"Oil Change,Electrical,Engine",474467,TECH-112,False
MNT-100189,VH-9682,2023-07-19,Preventive,490.07689379179743,4.390497022489681,"Electrical,Engine,HVAC",134876,TECH-118,True
MNT-100190,VH-7807,2023-08-01,Scheduled,199.63774319691726,1.0,"Engine,Oil Change,Electrical",49891,TECH-187,False
MNT-100191,VH-4976,2023-02-14,Corrective,1504.2628858563282,6.301391095100369,"Electrical,Tires,Suspension",463270,TECH-171,True
MNT-100192,VH-3540,2023-12-25,Emergency,2659.2466119149376,7.2844560273967875,"Electrical,Transmission",249467,TECH-165,False
MNT-100193,VH-9008,2024-10-15,Preventive,385.21404740858395,6.595565634458559,"Suspension,Engine,Electrical",426138,TECH-187,True
MNT-100194,VH-4740,2023-05-18,Corrective,857.8433839999412,19.450268828237036,"HVAC,Brakes,Engine",447338,TECH-127,False
MNT-100195,VH-3605,2023-05-17,Scheduled,450.6341490930028,1.0,Tires,113872,TECH-135,False
MNT-100196,VH-1823,2024-06-25,Corrective,1936.9515852842803,1.0,Electrical,475497,TECH-103,False
MNT-100197,VH-9029,2023-08-22,Emergency,3302.0505749274225,23.37755036780467,"Engine,Electrical",307015,TECH-187,False
MNT-100198,VH-1366,2023-05-04,Preventive,635.9748943982771,3.056145816668429,Brakes,242853,TECH-177,False
MNT-100199,VH-1072,2024-01-10,Scheduled,272.63986318994796,2.1151926728882633,"Tires,Brakes,HVAC",187356,TECH-123,True
MNT-100200,VH-2410,2024-01-12,Preventive,330.3739893146335,7.695861821916346,Suspension,346972,TECH-124,True
MNT-100201,VH-5635,2023-05-11,Preventive,528.5532689227382,5.301060329604207,"Brakes,Oil Change,Tires",195396,TECH-129,False
MNT-100202,VH-6463,2024-12-15,Preventive,231.21171149747857,5.543642857090762,"Brakes,HVAC,Engine",354406,TECH-135,True
MNT-100203,VH-6908,2023-03-23,Corrective,708.5577833553356,2.984274955346334,"Transmission,Engine,Brakes",90037,TECH-120,False
MNT-100204,VH-7688,2024-09-16,Emergency,1811.2044098223869,28.602300599375127,HVAC,200032,TECH-187,False
MNT-100205,VH-2625,2023-11-29,Preventive,649.0671154882534,5.302661963246114,Electrical,488466,TECH-107,False
MNT-100206,VH-6636,2024-08-21,Preventive,665.7560463869346,4.117393697845638,HVAC,154993,TECH-165,False
MNT-100207,VH-6963,2023-02-19,Preventive,509.8753945954557,10.814369481369503,"Brakes,Transmission,Electrical",182949,TECH-112,False
MNT-100208,VH-3233,2024-11-06,Preventive,526.653105642266,3.3068212357009945,"Transmission,Electrical",366644,TECH-196,False
MNT-100209,VH-8790,2024-03-06,Preventive,379.7757574889015,6.616551506417331,Tires,492218,TECH-156,False
MNT-100210,VH-2625,2023-08-03,Scheduled,352.8755999746559,1.0,"Engine,Brakes,Electrical",486848,TECH-129,False
MNT-100211,VH-2361,2024-12-16,Preventive,550.6645750271182,5.430385924065789,"Tires,Transmission",244713,TECH-152,False
MNT-100212,VH-8547,2024-10-18,Emergency,1490.5963149733543,13.656379269848438,"Engine,Suspension",348565,TECH-142,False
MNT-100213,VH-7929,2023-06-30,Corrective,1356.5041073831578,26.342612647680017,"Electrical,Suspension,Engine",367482,TECH-126,False
MNT-100214,VH-9723,2024-01-19,Scheduled,404.85823641978607,1.0,"Transmission,Suspension,Engine",180663,TECH-147,True
MNT-100215,VH-4976,2024-06-21,Corrective,1181.9204226852999,11.05887120075694,"HVAC,Electrical",165614,TECH-139,True
MNT-100216,VH-3927,2023-08-26,Preventive,529.9170893562163,4.642260215461857,HVAC,291707,TECH-178,False
MNT-100217,VH-1093,2023-09-22,Scheduled,459.28190247745914,1.0,"Suspension,Brakes",366435,TECH-196,True
MNT-100218,VH-4247,2023-06-09,Emergency,3099.064456103614,1.0,Oil Change,348982,TECH-134,False
MNT-100219,VH-6037,2023-11-20,Preventive,362.72556422952374,2.2507262149068374,Engine,378033,TECH-146,False
MNT-100220,VH-8923,2024-01-03,Emergency,1944.005601089563,30.967059288520492,Transmission,229661,TECH-188,False
MNT-100221,VH-8959,2023-09-27,Emergency,2149.852897110421,23.812078189275738,Brakes,428967,TECH-188,False
MNT-100222,VH-3540,2024-11-24,Corrective,511.40963985710994,25.685974536222346,"Suspension,Brakes,HVAC",232605,TECH-117,True
