customer_id,company_name,industry,region,annual_revenue,contract_value,services_used,num_services,tenure_months,satisfaction_score,is_active,shipment_frequency,avg_shipment_value,payment_reliability,growth_potential
CUST-10059,Company_59,Automotive,Northeast,623417926.0570141,7687517.507443824,"Transportation Management,Freight Management",2,39,5.898309687535866,True,Weekly,6535.891962487535,88.97949672329837,Low
CUST-10060,Company_60,E-commerce,Southwest,111939640.62796885,404256.0804886421,Distribution Center Management,1,6,5.877206577336722,True,Weekly,28192.901499415668,73.6333153027005,Medium
CUST-10061,Company_61,Food & Beverage,Midwest,131710239.72543079,693096.2709436861,"Dedicated Contract Carriage,Transportation Management",2,27,7.681553162451219,True,Weekly,1797.0516205884774,98.25319088745857,High
CUST-10062,Company_62,Automotive,Northwest,125893042.27426176,779385.1414484734,Distribution Center Management,1,8,5.965613418812104,True,Daily,1387.319665172378,81.305090627258,High
CUST-10063,Company_63,Technology,Southeast,29101568.47322406,336737.5746122384,"Distribution Center Management,Transportation Management,Fleet Maintenance",3,14,5.809807618732544,True,Daily,3989.4216774793513,82.57434240391215,Low
CUST-10064,Company_64,Technology,Midwest,181309429.6456794,843019.3564850289,"Freight Management,Supply Chain Solutions,Dedicated Contract Carriage",3,9,5.769133869641379,True,Weekly,6717.482933560849,92.4292283120496,Low
CUST-10065,Company_65,Manufacturing,Northeast,551222593.6417327,5126393.553228557,"Distribution Center Management,Transportation Management,Freight Management",3,12,8.880828058640382,True,Daily,5661.213676842831,89.77309992293596,Low
CUST-10066,Company_66,Manufacturing,Northeast,236761180.26437637,1842206.2913438107,"Supply Chain Solutions,Transportation Management,Distribution Center Management",3,19,6.551943249391262,False,Weekly,18237.4522146243,74.56314534421412,Medium
CUST-10067,Company_67,Healthcare,Southeast,7032757.396703495,137458.73470613337,Freight Management,1,15,8.48639918934056,True,Weekly,904.4565371623619,75.56178853469812,Medium
CUST-10068,Company_68,Manufacturing,Midwest,85488003.44728866,290751.487028663,"Distribution Center Management,Fleet Maintenance,Freight Management",3,14,6.356894827019637,True,Weekly,580.5199333525999,95.39564256339854,High
CUST-10069,Company_69,Technology,Northeast,290876430.9993497,4184174.85863106,"Fleet Maintenance,Distribution Center Management,Freight Management",3,20,5.950988558943433,True,Monthly,3743.883327177544,90.60799034531311,Medium
CUST-10070,Company_70,Healthcare,Southwest,120479652.95725052,642571.5573197682,Dedicated Contract Carriage,1,36,5.997228022729271,True,Daily,583.7857250878058,76.23924203204933,Medium
CUST-10071,Company_71,Healthcare,Southwest,1282405503.381591,4526945.781749617,"Supply Chain Solutions,Transportation Management,Fleet Maintenance",3,47,5.567970099854406,True,Weekly,1150.9726024751608,80.30472186353322,Low
CUST-10072,Company_72,Automotive,Southeast,81408964.12617269,949340.3414901017,"Transportation Management,Dedicated Contract Carriage,Freight Management",3,16,5.146465393641625,True,Weekly,1388.6829662769655,59.64907890240294,Medium
CUST-10073,Company_73,Technology,Southeast,290723285.2033354,1698083.0603651493,"Freight Management,Dedicated Contract Carriage",2,28,8.900823164611023,True,Daily,18764.262495204366,75.01666164516415,Low
CUST-10074,Company_74,Retail,Southwest,350429695.1799616,665775.4007964199,"Dedicated Contract Carriage,Supply Chain Solutions,Distribution Center Management,Transportation Management",4,67,4.8571942189106405,True,Daily,1091.6776254776914,79.65156029878297,High
CUST-10075,Company_75,Manufacturing,West,530734469.2014292,6528119.1109385835,Freight Management,1,24,7.943814772904356,True,Monthly,5726.1098079175745,70.30734471967807,Low
CUST-10076,Company_76,Manufacturing,Southeast,13688182.83894257,145249.8444277137,Transportation Management,1,2,8.079313744036385,False,Weekly,3154.8806699950087,77.10799510464473,Medium
CUST-10077,Company_77,Food & Beverage,West,554352428.2850198,7552189.933637347,"Fleet Maintenance,Freight Management",2,21,8.062671382190086,True,Daily,364.0472679068634,69.14589603183276,Medium
CUST-10078,Company_78,Automotive,Southwest,16029371.902691655,94957.9930031915,Dedicated Contract Carriage,1,5,7.739394935740033,False,Weekly,3059.7544236656026,75.1753701323521,Medium
CUST-10079,Company_79,E-commerce,Northeast,42043737.01110877,310027.57929029065,Dedicated Contract Carriage,1,6,10.0,True,Weekly,3316.4870755914576,74.4489277361906,Medium
CUST-10080,Company_80,E-commerce,West,80783437.90298098,263724.7421715581,"Supply Chain Solutions,Fleet Maintenance",2,22,5.847254709586079,True,Daily,2338.879370490079,96.13680788534808,Low
CUST-10081,Company_81,Technology,Midwest,806625494.9246193,12429597.130247105,"Dedicated Contract Carriage,Freight Management",2,0,7.9423858736761455,False,Daily,4622.241413378051,93.15808404240124,Medium
CUST-10082,Company_82,Healthcare,West,433144762.6587753,8047065.997472475,"Transportation Management,Fleet Maintenance,Supply Chain Solutions",3,1,6.958653265554678,True,Weekly,1060.6502725049393,85.37936119151675,Medium
CUST-10083,Company_83,Automotive,Southwest,14274831.2442826,188712.21485978877,"Fleet Maintenance,Transportation Management",2,2,8.858582455850257,True,Weekly,10116.938519906684,92.80827197061544,Medium
CUST-10084,Company_84,Technology,Northwest,42778602.40084224,497029.29426716146,"Transportation Management,Distribution Center Management,Fleet Maintenance",3,15,7.463899650532767,True,Weekly,2153.3381960805086,70.91816604572746,Low
CUST-10085,Company_85,Automotive,Southeast,416513403.6031945,2536313.2870805524,Supply Chain Solutions,1,18,9.587529730756298,True,Daily,4440.852892180573,88.04928637347842,Low
CUST-10086,Company_86,Healthcare,West,42775240.17902185,268513.319246379,"Distribution Center Management,Supply Chain Solutions,Transportation Management,Dedicated Contract Carriage",4,1,9.10570458457273,True,Daily,449.117335103266,71.90321770865069,High
CUST-10087,Company_87,Consumer Goods,Northeast,32060107.217704225,576630.7482254087,Transportation Management,1,17,6.139283802503334,True,Daily,1150.6008130067873,91.953181396634,Medium
CUST-10088,Company_88,Technology,West,10438269.620284002,115265.07370144349,Distribution Center Management,1,16,7.891708942011412,True,Daily,2029.8496627483082,82.54278486236075,Medium
CUST-10089,Company_89,Consumer Goods,West,80830011.29250073,683987.6032918356,"Freight Management,Supply Chain Solutions",2,9,8.635027383181164,True,Monthly,3326.4226770501627,88.54766656451726,Medium
CUST-10090,Company_90,Automotive,West,69461023.13404067,850008.1880666098,Distribution Center Management,1,12,7.029115812307428,False,Monthly,5823.91222478981,85.50548270005163,Medium
CUST-10091,Company_91,Food & Beverage,Southeast,349273420.5032831,1962996.746221314,Dedicated Contract Carriage,1,25,8.616234950009448,True,Weekly,319.3927492423592,92.62747443889397,Low
CUST-10092,Company_92,Manufacturing,West,241522615.52991682,4614363.564961528,Supply Chain Solutions,1,76,8.790065947873948,True,Weekly,4721.91475835811,94.41356553562431,Medium
CUST-10093,Company_93,Consumer Goods,Southeast,21781517.228334833,411350.34823898564,"Transportation Management,Freight Management",2,17,7.147920192939841,True,Weekly,3657.8097706813924,91.52573903784668,Medium
CUST-10094,Company_94,Consumer Goods,Southeast,193372253.22788852,3366807.3910626615,"Supply Chain Solutions,Distribution Center Management",2,3,5.698322914639409,True,Weekly,5322.208357452761,60.781138097659884,Medium
CUST-10095,Company_95,Manufacturing,Southwest,50336858.25746771,649839.6125724652,Dedicated Contract Carriage,1,24,7.141346771653083,True,Daily,10038.96133541731,92.36901742659504,Medium
CUST-10096,Company_96,Food & Beverage,Northwest,5495137.206974665,72835.16267949878,"Dedicated Contract Carriage,Distribution Center Management,Freight Management",3,21,8.665178240611475,True,Monthly,2744.2395953198093,85.44498173210647,Medium
CUST-10097,Company_97,Manufacturing,Northeast,51842094.34313395,412291.68299363676,Transportation Management,1,29,6.01920411281399,True,Weekly,2259.617192940559,89.5690564538191,Medium
CUST-10098,Company_98,Automotive,Northeast,2181383323.772624,37967136.018340886,"Distribution Center Management,Fleet Maintenance",2,1,4.790212444430652,True,Weekly,7762.625663745226,82.34114445481453,Medium
CUST-10099,Company_99,E-commerce,Southeast,8938187.20517333,52053.030792730126,Freight Management,1,4,7.162354454343747,False,Monthly,32972.64497182843,69.21854260195039,Medium
CUST-10100,Company_100,Retail,Midwest,224486644.8915591,3736055.1044475283,"Freight Management,Distribution Center Management,Transportation Management",3,2,7.434439323924007,True,Daily,14170.7611367727,72.98778849381256,Medium
CUST-10101,Company_101,Technology,Southeast,1801379.9477930125,28657.590681993737,"Dedicated Contract Carriage,Freight Management",2,0,7.399143964218655,False,Monthly,1986.376554712216,93.33603127839882,Medium
CUST-10102,Company_102,E-commerce,Northeast,33122092.782138873,450207.8398181024,"Distribution Center Management,Transportation Management,Supply Chain Solutions",3,26,9.377110918697756,True,Monthly,1498.9138785836192,93.73835996979726,Medium
CUST-10103,Company_103,E-commerce,Midwest,38883637.594900064,165278.14957686386,"Supply Chain Solutions,Distribution Center Management,Freight Management",3,18,5.394326839111052,True,Daily,2315.0123843354077,95.5701331944658,Medium
CUST-10104,Company_104,Food & Beverage,West,547532757.744229,9003226.406276496,"Freight Management,Supply Chain Solutions,Distribution Center Management",3,38,10.0,True,Monthly,7280.223034244834,72.28792664443228,Medium
CUST-10105,Company_105,E-commerce,Northwest,9015980.81825598,35309.17921349294,Transportation Management,1,10,7.770350537638202,True,Monthly,6583.726653734138,85.28387995825358,Low
CUST-10106,Company_106,Technology,Northeast,155066928.50224522,2664599.3333152435,Fleet Maintenance,1,20,6.577358846836535,True,Monthly,1036.3546960034284,83.91362020446199,Medium
CUST-10107,Company_107,Automotive,Southeast,174153451.8897085,469892.3622467418,Freight Management,1,39,6.309244987307325,True,Daily,3941.1727851595556,92.59238724239083,Medium
CUST-10108,Company_108,Automotive,Southwest,52017354.739622936,96262.79373048907,"Distribution Center Management,Fleet Maintenance",2,21,4.520636376963086,True,Weekly,2115.613638097909,81.56107158815573,Medium
CUST-10109,Company_109,Retail,Southwest,317881470.90083027,6325742.1187049085,"Freight Management,Fleet Maintenance",2,28,7.239895551900109,True,Weekly,2878.5503084813545,92.25992543298366,Medium
CUST-10110,Company_110,E-commerce,Southeast,32500082.467785165,288388.6597706899,Dedicated Contract Carriage,1,21,5.069995825963326,True,Daily,4937.464991244178,82.5552234421846,Low
CUST-10111,Company_111,Consumer Goods,Southwest,178526621.44750273,1018175.6007042902,Dedicated Contract Carriage,1,49,9.016246329214864,False,Monthly,5097.4506551977,96.86006764680835,Medium
CUST-10112,Company_112,Manufacturing,Southeast,363978747.2533666,1660861.6782007308,Fleet Maintenance,1,25,7.532189082314067,True,Daily,1067.1286559154596,82.84211894035492,Medium
CUST-10113,Company_113,Technology,West,344952053.4044748,1081743.4141914032,Transportation Management,1,15,7.167710111271712,True,Weekly,1304.3046109362608,71.37955744883679,Medium
CUST-10114,Company_114,Technology,Northeast,33253510.538520608,617730.3745885533,"Distribution Center Management,Transportation Management",2,23,8.72111803322505,True,Weekly,3141.278785419302,89.73368683417846,Medium
CUST-10115,Company_115,Manufacturing,Southeast,165396348.11035696,273526.83602461405,"Distribution Center Management,Supply Chain Solutions,Transportation Management",3,10,6.6555880516376185,True,Monthly,4695.904475835367,80.85908369916883,Medium
CUST-10116,Company_116,Healthcare,Midwest,28089651.097913828,66086.17031081668,"Transportation Management,Fleet Maintenance",2,13,9.853461019592338,True,Monthly,1115.7389792368026,62.86916604668301,Low
CUST-10117,Company_117,Healthcare,Midwest,18474854.694146696,51361.81142986242,Dedicated Contract Carriage,1,4,10.0,False,Weekly,986.8564009889475,83.90618357056387,Low
CUST-10118,Company_118,Retail,Midwest,243701429.7388071,1887631.66002169,"Dedicated Contract Carriage,Fleet Maintenance",2,28,5.411143551951943,True,Daily,2797.4872147213405,79.4338082582254,Low
CUST-10119,Company_119,Consumer Goods,Northeast,23073665.092610255,443016.08224032825,"Supply Chain Solutions,Transportation Management",2,15,7.863960542401829,True,Monthly,5058.590708758166,94.66029477041621,Medium
CUST-10120,Company_120,Retail,Southeast,104067516.79048613,1025439.3282317894,Fleet Maintenance,1,31,8.45907113600545,True,Monthly,4475.68234286091,89.01504755529393,Low
CUST-10121,Company_121,Healthcare,Southeast,400727869.43201697,6667091.320253148,"Supply Chain Solutions,Freight Management",2,0,4.2856293142437565,False,Weekly,1791.4690532384095,77.66377656443994,Medium
CUST-10122,Company_122,Manufacturing,Midwest,17082237.450426266,143351.46457991507,"Transportation Management,Fleet Maintenance,Dedicated Contract Carriage",3,47,6.535424364964117,True,Monthly,1385.8002161377688,83.13316942910741,Low
CUST-10123,Company_123,Automotive,Northwest,34412828.7877033,582170.1415967924,Transportation Management,1,44,6.773515961643212,True,Monthly,4023.276026420741,89.2091500265622,Low
CUST-10124,Company_124,E-commerce,Northeast,89335383.2582652,184351.84645944164,"Freight Management,Dedicated Contract Carriage,Supply Chain Solutions",3,58,8.432952139444318,True,Weekly,4897.967279564993,73.7686984806074,Medium
CUST-10125,Company_125,Manufacturing,Southwest,654470145.5514984,1807229.274688042,Fleet Maintenance,1,42,6.478962952271263,False,Monthly,2141.575494257373,74.71106088330919,Medium
CUST-10126,Company_126,Consumer Goods,Northeast,125060574.36644088,232141.1604518987,Fleet Maintenance,1,2,8.526315091832503,True,Monthly,10945.08014818566,87.55558489589703,Medium
CUST-10127,Company_127,Healthcare,Northwest,47680170.25508629,251307.10467533002,Distribution Center Management,1,38,9.243450305481266,True,Weekly,711.1866016795109,75.93517682113962,Low
CUST-10128,Company_128,Retail,Northeast,86322038.09970851,250948.7915219932,"Distribution Center Management,Fleet Maintenance",2,37,8.713946646511806,True,Monthly,3173.507018270887,95.53932118391562,Low
CUST-10129,Company_129,Automotive,Southwest,166186742.60966852,1449953.2806569522,Distribution Center Management,1,139,8.256225905586069,True,Weekly,685.2872929236664,86.65676374912162,Low
CUST-10130,Company_130,Healthcare,Northwest,7043604461.906012,8750645.357576009,Dedicated Contract Carriage,1,7,6.986783579077478,True,Weekly,4630.216515792455,62.395098320993746,High
CUST-10131,Company_131,Technology,Southeast,594750795.9414638,6218566.46125897,"Supply Chain Solutions,Fleet Maintenance,Distribution Center Management",3,6,7.737645856509978,False,Weekly,1788.9824070616685,82.34108959432403,Low
CUST-10132,Company_132,Food & Beverage,Southeast,453408646.14034355,7594604.001726343,Distribution Center Management,1,20,7.878352835418544,True,Monthly,862.5020751764849,75.78006777142457,Medium
CUST-10133,Company_133,Healthcare,Southeast,343942947.60113704,1583729.7630253213,Distribution Center Management,1,4,9.201712216106657,True,Daily,13668.251646536559,83.16579539767564,Medium
CUST-10134,Company_134,Technology,Southeast,15466563.193518113,223885.9551164175,"Supply Chain Solutions,Dedicated Contract Carriage,Freight Management,Distribution Center Management",4,3,9.672742395579759,True,Weekly,7855.922468865483,80.23291441272222,Medium
CUST-10135,Company_135,Food & Beverage,Southeast,78085467.64600764,996514.8618020708,Freight Management,1,19,7.464865926425059,True,Weekly,3738.212827148354,81.043790368458,High
CUST-10136,Company_136,E-commerce,Southwest,28943175.192294758,227805.23989822023,"Dedicated Contract Carriage,Distribution Center Management,Fleet Maintenance",3,59,9.133826280499532,True,Monthly,2652.7559250969516,96.0346155925446,Low
CUST-10137,Company_137,Healthcare,Northeast,220357298.6998514,507703.9545237898,"Freight Management,Dedicated Contract Carriage,Distribution Center Management",3,32,4.287740721170395,True,Weekly,1957.5137134928518,79.27865013347774,Medium
CUST-10138,Company_138,E-commerce,Northwest,14894948.894373989,219786.65596591285,"Transportation Management,Supply Chain Solutions,Dedicated Contract Carriage",3,35,6.3435058914439875,False,Weekly,7229.25034616334,93.17293158555961,Medium
CUST-10139,Company_139,Consumer Goods,Northwest,92107859.09925056,589910.1915876007,Dedicated Contract Carriage,1,21,6.803602531844061,True,Monthly,300.02999733050206,87.3369511949771,Medium
CUST-10140,Company_140,E-commerce,West,48920851.42716082,721157.4144035524,"Fleet Maintenance,Freight Management",2,18,8.654974999295245,False,Monthly,3981.962849721096,79.73994335205715,Low
CUST-10141,Company_141,Healthcare,Northwest,38454738.065833345,667286.6049867237,"Supply Chain Solutions,Distribution Center Management",2,17,6.661742369073328,True,Weekly,2277.4156825734194,90.16636885006466,Medium
CUST-10142,Company_142,Food & Beverage,West,14184677.888261683,214024.5529066143,"Fleet Maintenance,Freight Management,Distribution Center Management",3,12,6.63010361536586,True,Monthly,474.4739033852825,87.310196973725,Low
CUST-10143,Company_143,Technology,Midwest,33709202.946265295,95916.8570711119,"Distribution Center Management,Supply Chain Solutions,Transportation Management",3,8,5.206921882762883,False,Daily,4163.011477942545,62.998397350025115,Medium
CUST-10144,Company_144,Manufacturing,Midwest,8323202.046278398,110219.92283891705,"Supply Chain Solutions,Dedicated Contract Carriage",2,1,8.954486372809285,True,Monthly,1617.7595567470116,80.33494961217897,Low
CUST-10145,Company_145,Automotive,West,92681120.22958118,1425306.3299092816,Fleet Maintenance,1,7,9.546722488475192,True,Monthly,9081.191502509284,92.1150169182396,Medium
